,read1,read2,trim1,trim2,filter1,filter2,SampleLane,Sample
35,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D6-A2-AA-AA-mBHI-mGAM-3_S661_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D6-A2-AA-AA-mBHI-mGAM-3_S661_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-D6-A2-AA-AA-mBHI-mGAM-3_S661-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-D6-A2-AA-AA-mBHI-mGAM-3_S661-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-D6-A2-AA-AA-mBHI-mGAM-3_S661-filtered.1.fastq.gz,workflow/out/filter/Coalescence-D6-A2-AA-AA-mBHI-mGAM-3_S661-filtered.2.fastq.gz,Coalescence-D6-A2-AA-AA-mBHI-mGAM-3_S661,Coalescence-D6-A2-AA-AA-mBHI-mGAM-3
36,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F8-e003Coalescence-mGAM-p1_S817_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F8-e003Coalescence-mGAM-p1_S817_R2_001.fastq.gz,workflow/out/trimmed/F8-e003Coalescence-mGAM-p1_S817-trimmed-pair1.fastq.gz,workflow/out/trimmed/F8-e003Coalescence-mGAM-p1_S817-trimmed-pair2.fastq.gz,workflow/out/filter/F8-e003Coalescence-mGAM-p1_S817-filtered.1.fastq.gz,workflow/out/filter/F8-e003Coalescence-mGAM-p1_S817-filtered.2.fastq.gz,F8-e003Coalescence-mGAM-p1_S817,F8-e003Coalescence-mGAM-p1
37,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A5-e003Coalescence-mBHI-p1_S740_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A5-e003Coalescence-mBHI-p1_S740_R2_001.fastq.gz,workflow/out/trimmed/A5-e003Coalescence-mBHI-p1_S740-trimmed-pair1.fastq.gz,workflow/out/trimmed/A5-e003Coalescence-mBHI-p1_S740-trimmed-pair2.fastq.gz,workflow/out/filter/A5-e003Coalescence-mBHI-p1_S740-filtered.1.fastq.gz,workflow/out/filter/A5-e003Coalescence-mBHI-p1_S740-filtered.2.fastq.gz,A5-e003Coalescence-mBHI-p1_S740,A5-e003Coalescence-mBHI-p1
38,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631-filtered.1.fastq.gz,workflow/out/filter/Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631-filtered.2.fastq.gz,Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631,Coalescence-A12-D11-AF-AF-mGAM-mBHI-7
39,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655-filtered.1.fastq.gz,workflow/out/filter/Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655-filtered.2.fastq.gz,Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655,Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5
40,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646-filtered.1.fastq.gz,workflow/out/filter/Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646-filtered.2.fastq.gz,Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,Coalescence-C3-A11-AA-AF-mGAM-mGAM-5
41,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H9-e003Coalescence-mGAM-p1_S827_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H9-e003Coalescence-mGAM-p1_S827_R2_001.fastq.gz,workflow/out/trimmed/H9-e003Coalescence-mGAM-p1_S827-trimmed-pair1.fastq.gz,workflow/out/trimmed/H9-e003Coalescence-mGAM-p1_S827-trimmed-pair2.fastq.gz,workflow/out/filter/H9-e003Coalescence-mGAM-p1_S827-filtered.1.fastq.gz,workflow/out/filter/H9-e003Coalescence-mGAM-p1_S827-filtered.2.fastq.gz,H9-e003Coalescence-mGAM-p1_S827,H9-e003Coalescence-mGAM-p1
42,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-C6-A4-AA-AE-mBHI-mGAM-5_S649_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-C6-A4-AA-AE-mBHI-mGAM-5_S649_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-C6-A4-AA-AE-mBHI-mGAM-5_S649-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-C6-A4-AA-AE-mBHI-mGAM-5_S649-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-C6-A4-AA-AE-mBHI-mGAM-5_S649-filtered.1.fastq.gz,workflow/out/filter/Coalescence-C6-A4-AA-AE-mBHI-mGAM-5_S649-filtered.2.fastq.gz,Coalescence-C6-A4-AA-AE-mBHI-mGAM-5_S649,Coalescence-C6-A4-AA-AE-mBHI-mGAM-5
43,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-H3-A3-e003Coalescence-inoculumn-mBHI-0_S706_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-H3-A3-e003Coalescence-inoculumn-mBHI-0_S706_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-H3-A3-e003Coalescence-inoculumn-mBHI-0_S706-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-H3-A3-e003Coalescence-inoculumn-mBHI-0_S706-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-H3-A3-e003Coalescence-inoculumn-mBHI-0_S706-filtered.1.fastq.gz,workflow/out/filter/Coalescence-H3-A3-e003Coalescence-inoculumn-mBHI-0_S706-filtered.2.fastq.gz,Coalescence-H3-A3-e003Coalescence-inoculumn-mBHI-0_S706,Coalescence-H3-A3-e003Coalescence-inoculumn-mBHI-0
44,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E4-e003Coalescence-mGAM-p1_S800_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E4-e003Coalescence-mGAM-p1_S800_R2_001.fastq.gz,workflow/out/trimmed/E4-e003Coalescence-mGAM-p1_S800-trimmed-pair1.fastq.gz,workflow/out/trimmed/E4-e003Coalescence-mGAM-p1_S800-trimmed-pair2.fastq.gz,workflow/out/filter/E4-e003Coalescence-mGAM-p1_S800-filtered.1.fastq.gz,workflow/out/filter/E4-e003Coalescence-mGAM-p1_S800-filtered.2.fastq.gz,E4-e003Coalescence-mGAM-p1_S800,E4-e003Coalescence-mGAM-p1
45,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-H12-AA-fecal-0_S715_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-H12-AA-fecal-0_S715_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-H12-AA-fecal-0_S715-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-H12-AA-fecal-0_S715-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-H12-AA-fecal-0_S715-filtered.1.fastq.gz,workflow/out/filter/Coalescence-H12-AA-fecal-0_S715-filtered.2.fastq.gz,Coalescence-H12-AA-fecal-0_S715,Coalescence-H12-AA-fecal-0
46,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F8-e003Coalescence-mBHI-p1_S813_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F8-e003Coalescence-mBHI-p1_S813_R2_001.fastq.gz,workflow/out/trimmed/F8-e003Coalescence-mBHI-p1_S813-trimmed-pair1.fastq.gz,workflow/out/trimmed/F8-e003Coalescence-mBHI-p1_S813-trimmed-pair2.fastq.gz,workflow/out/filter/F8-e003Coalescence-mBHI-p1_S813-filtered.1.fastq.gz,workflow/out/filter/F8-e003Coalescence-mBHI-p1_S813-filtered.2.fastq.gz,F8-e003Coalescence-mBHI-p1_S813,F8-e003Coalescence-mBHI-p1
47,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H4-e003Coalescence-mGAM-p1_S803_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H4-e003Coalescence-mGAM-p1_S803_R2_001.fastq.gz,workflow/out/trimmed/H4-e003Coalescence-mGAM-p1_S803-trimmed-pair1.fastq.gz,workflow/out/trimmed/H4-e003Coalescence-mGAM-p1_S803-trimmed-pair2.fastq.gz,workflow/out/filter/H4-e003Coalescence-mGAM-p1_S803-filtered.1.fastq.gz,workflow/out/filter/H4-e003Coalescence-mGAM-p1_S803-filtered.2.fastq.gz,H4-e003Coalescence-mGAM-p1_S803,H4-e003Coalescence-mGAM-p1
48,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H3-e003Coalescence-mBHI-p1_S791_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H3-e003Coalescence-mBHI-p1_S791_R2_001.fastq.gz,workflow/out/trimmed/H3-e003Coalescence-mBHI-p1_S791-trimmed-pair1.fastq.gz,workflow/out/trimmed/H3-e003Coalescence-mBHI-p1_S791-trimmed-pair2.fastq.gz,workflow/out/filter/H3-e003Coalescence-mBHI-p1_S791-filtered.1.fastq.gz,workflow/out/filter/H3-e003Coalescence-mBHI-p1_S791-filtered.2.fastq.gz,H3-e003Coalescence-mBHI-p1_S791,H3-e003Coalescence-mBHI-p1
49,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D9-A8-AA-AA-mGAM-mGAM-3_S664_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D9-A8-AA-AA-mGAM-mGAM-3_S664_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-D9-A8-AA-AA-mGAM-mGAM-3_S664-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-D9-A8-AA-AA-mGAM-mGAM-3_S664-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-D9-A8-AA-AA-mGAM-mGAM-3_S664-filtered.1.fastq.gz,workflow/out/filter/Coalescence-D9-A8-AA-AA-mGAM-mGAM-3_S664-filtered.2.fastq.gz,Coalescence-D9-A8-AA-AA-mGAM-mGAM-3_S664,Coalescence-D9-A8-AA-AA-mGAM-mGAM-3
50,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A3-e003Coalescence-mBHI-p1_S724_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A3-e003Coalescence-mBHI-p1_S724_R2_001.fastq.gz,workflow/out/trimmed/A3-e003Coalescence-mBHI-p1_S724-trimmed-pair1.fastq.gz,workflow/out/trimmed/A3-e003Coalescence-mBHI-p1_S724-trimmed-pair2.fastq.gz,workflow/out/filter/A3-e003Coalescence-mBHI-p1_S724-filtered.1.fastq.gz,workflow/out/filter/A3-e003Coalescence-mBHI-p1_S724-filtered.2.fastq.gz,A3-e003Coalescence-mBHI-p1_S724,A3-e003Coalescence-mBHI-p1
51,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C11-e003Coalescence-mGAM-p1_S778_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C11-e003Coalescence-mGAM-p1_S778_R2_001.fastq.gz,workflow/out/trimmed/C11-e003Coalescence-mGAM-p1_S778-trimmed-pair1.fastq.gz,workflow/out/trimmed/C11-e003Coalescence-mGAM-p1_S778-trimmed-pair2.fastq.gz,workflow/out/filter/C11-e003Coalescence-mGAM-p1_S778-filtered.1.fastq.gz,workflow/out/filter/C11-e003Coalescence-mGAM-p1_S778-filtered.2.fastq.gz,C11-e003Coalescence-mGAM-p1_S778,C11-e003Coalescence-mGAM-p1
52,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-F7-H10-AE-AF-mGAM-mBHI-3_S686_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-F7-H10-AE-AF-mGAM-mBHI-3_S686_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-F7-H10-AE-AF-mGAM-mBHI-3_S686-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-F7-H10-AE-AF-mGAM-mBHI-3_S686-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-F7-H10-AE-AF-mGAM-mBHI-3_S686-filtered.1.fastq.gz,workflow/out/filter/Coalescence-F7-H10-AE-AF-mGAM-mBHI-3_S686-filtered.2.fastq.gz,Coalescence-F7-H10-AE-AF-mGAM-mBHI-3_S686,Coalescence-F7-H10-AE-AF-mGAM-mBHI-3
53,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679-filtered.1.fastq.gz,workflow/out/filter/Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679-filtered.2.fastq.gz,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3
54,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645-filtered.1.fastq.gz,workflow/out/filter/Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645-filtered.2.fastq.gz,Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645,Coalescence-C2-A10-AA-AE-mGAM-mGAM-5
55,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A8-e003Coalescence-mBHI-p1_S748_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A8-e003Coalescence-mBHI-p1_S748_R2_001.fastq.gz,workflow/out/trimmed/A8-e003Coalescence-mBHI-p1_S748-trimmed-pair1.fastq.gz,workflow/out/trimmed/A8-e003Coalescence-mBHI-p1_S748-trimmed-pair2.fastq.gz,workflow/out/filter/A8-e003Coalescence-mBHI-p1_S748-filtered.1.fastq.gz,workflow/out/filter/A8-e003Coalescence-mBHI-p1_S748-filtered.2.fastq.gz,A8-e003Coalescence-mBHI-p1_S748,A8-e003Coalescence-mBHI-p1
56,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/B5-e003Coalescence-mGAM-p1_S745_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/B5-e003Coalescence-mGAM-p1_S745_R2_001.fastq.gz,workflow/out/trimmed/B5-e003Coalescence-mGAM-p1_S745-trimmed-pair1.fastq.gz,workflow/out/trimmed/B5-e003Coalescence-mGAM-p1_S745-trimmed-pair2.fastq.gz,workflow/out/filter/B5-e003Coalescence-mGAM-p1_S745-filtered.1.fastq.gz,workflow/out/filter/B5-e003Coalescence-mGAM-p1_S745-filtered.2.fastq.gz,B5-e003Coalescence-mGAM-p1_S745,B5-e003Coalescence-mGAM-p1
57,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C2-e003Coalescence-mGAM-p1_S722_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C2-e003Coalescence-mGAM-p1_S722_R2_001.fastq.gz,workflow/out/trimmed/C2-e003Coalescence-mGAM-p1_S722-trimmed-pair1.fastq.gz,workflow/out/trimmed/C2-e003Coalescence-mGAM-p1_S722-trimmed-pair2.fastq.gz,workflow/out/filter/C2-e003Coalescence-mGAM-p1_S722-filtered.1.fastq.gz,workflow/out/filter/C2-e003Coalescence-mGAM-p1_S722-filtered.2.fastq.gz,C2-e003Coalescence-mGAM-p1_S722,C2-e003Coalescence-mGAM-p1
58,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D5-e003Coalescence-mGAM-p1_S747_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D5-e003Coalescence-mGAM-p1_S747_R2_001.fastq.gz,workflow/out/trimmed/D5-e003Coalescence-mGAM-p1_S747-trimmed-pair1.fastq.gz,workflow/out/trimmed/D5-e003Coalescence-mGAM-p1_S747-trimmed-pair2.fastq.gz,workflow/out/filter/D5-e003Coalescence-mGAM-p1_S747-filtered.1.fastq.gz,workflow/out/filter/D5-e003Coalescence-mGAM-p1_S747-filtered.2.fastq.gz,D5-e003Coalescence-mGAM-p1_S747,D5-e003Coalescence-mGAM-p1
59,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Assembly-G9-C9-ACPP-mGAM-3_S700_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Assembly-G9-C9-ACPP-mGAM-3_S700_R2_001.fastq.gz,workflow/out/trimmed/Assembly-G9-C9-ACPP-mGAM-3_S700-trimmed-pair1.fastq.gz,workflow/out/trimmed/Assembly-G9-C9-ACPP-mGAM-3_S700-trimmed-pair2.fastq.gz,workflow/out/filter/Assembly-G9-C9-ACPP-mGAM-3_S700-filtered.1.fastq.gz,workflow/out/filter/Assembly-G9-C9-ACPP-mGAM-3_S700-filtered.2.fastq.gz,Assembly-G9-C9-ACPP-mGAM-3_S700,Assembly-G9-C9-ACPP-mGAM-3
60,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C4-e003Coalescence-mBHI-p1_S734_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C4-e003Coalescence-mBHI-p1_S734_R2_001.fastq.gz,workflow/out/trimmed/C4-e003Coalescence-mBHI-p1_S734-trimmed-pair1.fastq.gz,workflow/out/trimmed/C4-e003Coalescence-mBHI-p1_S734-trimmed-pair2.fastq.gz,workflow/out/filter/C4-e003Coalescence-mBHI-p1_S734-filtered.1.fastq.gz,workflow/out/filter/C4-e003Coalescence-mBHI-p1_S734-filtered.2.fastq.gz,C4-e003Coalescence-mBHI-p1_S734,C4-e003Coalescence-mBHI-p1
61,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-H2-A2-e003Coalescence-inoculumn-mBHI-0_S705_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-H2-A2-e003Coalescence-inoculumn-mBHI-0_S705_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-H2-A2-e003Coalescence-inoculumn-mBHI-0_S705-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-H2-A2-e003Coalescence-inoculumn-mBHI-0_S705-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-H2-A2-e003Coalescence-inoculumn-mBHI-0_S705-filtered.1.fastq.gz,workflow/out/filter/Coalescence-H2-A2-e003Coalescence-inoculumn-mBHI-0_S705-filtered.2.fastq.gz,Coalescence-H2-A2-e003Coalescence-inoculumn-mBHI-0_S705,Coalescence-H2-A2-e003Coalescence-inoculumn-mBHI-0
62,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F11-e003Coalescence-mBHI-p1_S837_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F11-e003Coalescence-mBHI-p1_S837_R2_001.fastq.gz,workflow/out/trimmed/F11-e003Coalescence-mBHI-p1_S837-trimmed-pair1.fastq.gz,workflow/out/trimmed/F11-e003Coalescence-mBHI-p1_S837-trimmed-pair2.fastq.gz,workflow/out/filter/F11-e003Coalescence-mBHI-p1_S837-filtered.1.fastq.gz,workflow/out/filter/F11-e003Coalescence-mBHI-p1_S837-filtered.2.fastq.gz,F11-e003Coalescence-mBHI-p1_S837,F11-e003Coalescence-mBHI-p1
63,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D3-e003Coalescence-mGAM-p1_S731_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D3-e003Coalescence-mGAM-p1_S731_R2_001.fastq.gz,workflow/out/trimmed/D3-e003Coalescence-mGAM-p1_S731-trimmed-pair1.fastq.gz,workflow/out/trimmed/D3-e003Coalescence-mGAM-p1_S731-trimmed-pair2.fastq.gz,workflow/out/filter/D3-e003Coalescence-mGAM-p1_S731-filtered.1.fastq.gz,workflow/out/filter/D3-e003Coalescence-mGAM-p1_S731-filtered.2.fastq.gz,D3-e003Coalescence-mGAM-p1_S731,D3-e003Coalescence-mGAM-p1
64,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D10-e003Coalescence-mBHI-p1_S767_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D10-e003Coalescence-mBHI-p1_S767_R2_001.fastq.gz,workflow/out/trimmed/D10-e003Coalescence-mBHI-p1_S767-trimmed-pair1.fastq.gz,workflow/out/trimmed/D10-e003Coalescence-mBHI-p1_S767-trimmed-pair2.fastq.gz,workflow/out/filter/D10-e003Coalescence-mBHI-p1_S767-filtered.1.fastq.gz,workflow/out/filter/D10-e003Coalescence-mBHI-p1_S767-filtered.2.fastq.gz,D10-e003Coalescence-mBHI-p1_S767,D10-e003Coalescence-mBHI-p1
65,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C11-e003Coalescence-mBHI-p1_S774_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C11-e003Coalescence-mBHI-p1_S774_R2_001.fastq.gz,workflow/out/trimmed/C11-e003Coalescence-mBHI-p1_S774-trimmed-pair1.fastq.gz,workflow/out/trimmed/C11-e003Coalescence-mBHI-p1_S774-trimmed-pair2.fastq.gz,workflow/out/filter/C11-e003Coalescence-mBHI-p1_S774-filtered.1.fastq.gz,workflow/out/filter/C11-e003Coalescence-mBHI-p1_S774-filtered.2.fastq.gz,C11-e003Coalescence-mBHI-p1_S774,C11-e003Coalescence-mBHI-p1
66,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B2-D2-AA-AF-mBHI-mGAM-7_S633_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B2-D2-AA-AF-mBHI-mGAM-7_S633_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-B2-D2-AA-AF-mBHI-mGAM-7_S633-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-B2-D2-AA-AF-mBHI-mGAM-7_S633-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-B2-D2-AA-AF-mBHI-mGAM-7_S633-filtered.1.fastq.gz,workflow/out/filter/Coalescence-B2-D2-AA-AF-mBHI-mGAM-7_S633-filtered.2.fastq.gz,Coalescence-B2-D2-AA-AF-mBHI-mGAM-7_S633,Coalescence-B2-D2-AA-AF-mBHI-mGAM-7
67,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H10-e003Coalescence-mBHI-p1_S831_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H10-e003Coalescence-mBHI-p1_S831_R2_001.fastq.gz,workflow/out/trimmed/H10-e003Coalescence-mBHI-p1_S831-trimmed-pair1.fastq.gz,workflow/out/trimmed/H10-e003Coalescence-mBHI-p1_S831-trimmed-pair2.fastq.gz,workflow/out/filter/H10-e003Coalescence-mBHI-p1_S831-filtered.1.fastq.gz,workflow/out/filter/H10-e003Coalescence-mBHI-p1_S831-filtered.2.fastq.gz,H10-e003Coalescence-mBHI-p1_S831,H10-e003Coalescence-mBHI-p1
68,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/G2-e003Coalescence-mGAM-p1_S786_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/G2-e003Coalescence-mGAM-p1_S786_R2_001.fastq.gz,workflow/out/trimmed/G2-e003Coalescence-mGAM-p1_S786-trimmed-pair1.fastq.gz,workflow/out/trimmed/G2-e003Coalescence-mGAM-p1_S786-trimmed-pair2.fastq.gz,workflow/out/filter/G2-e003Coalescence-mGAM-p1_S786-filtered.1.fastq.gz,workflow/out/filter/G2-e003Coalescence-mGAM-p1_S786-filtered.2.fastq.gz,G2-e003Coalescence-mGAM-p1_S786,G2-e003Coalescence-mGAM-p1
69,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635-filtered.1.fastq.gz,workflow/out/filter/Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635-filtered.2.fastq.gz,Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7
