,sample 2,fixed diffs,sample 1
44,D5-e003Coalescence-Inoculumn-mBHI,1913,A5-e003Coalescence-Inoculumn-mGAM
45,D5-e003Coalescence-Inoculumn-mGAM,7315,A5-e003Coalescence-Inoculumn-mGAM
46,D5-e003Coalescence-mGAM-p3,2279,A5-e003Coalescence-Inoculumn-mGAM
47,D8-e003Coalescence-mGAM-p5,4011,A5-e003Coalescence-Inoculumn-mGAM
0,A11-e003Coalescence-mBHI-p5,1173,A5-e003Coalescence-mBHI-inoculumn-redo
1,A11-e003Coalescence-mGAM-p7,2684,A5-e003Coalescence-mBHI-inoculumn-redo
2,A2-e003Coalescence-Inoculumn-mBHI,787,A5-e003Coalescence-mBHI-inoculumn-redo
3,A2-e003Coalescence-Inoculumn-mGAM,3463,A5-e003Coalescence-mBHI-inoculumn-redo
4,A2-e003Coalescence-mBHI-inoculumn-redo,1168,A5-e003Coalescence-mBHI-inoculumn-redo
5,A2-e003Coalescence-mBHI-p5,715,A5-e003Coalescence-mBHI-inoculumn-redo
6,A2-e003Coalescence-mGAM-p7,1338,A5-e003Coalescence-mBHI-inoculumn-redo
7,A3-e003Coalescence-Inoculumn-mGAM,1572,A5-e003Coalescence-mBHI-inoculumn-redo
8,A4-e003Coalescence-Inoculumn-mGAM,3454,A5-e003Coalescence-mBHI-inoculumn-redo
9,A5-e003Coalescence-Inoculumn-mGAM,1835,A5-e003Coalescence-mBHI-inoculumn-redo
10,A5-e003Coalescence-mBHI-inoculumn-redo,0,A5-e003Coalescence-mBHI-inoculumn-redo
11,A5-e003Coalescence-mBHI-p7,1512,A5-e003Coalescence-mBHI-inoculumn-redo
12,A5-e003Coalescence-mGAM-p3,948,A5-e003Coalescence-mBHI-inoculumn-redo
13,A8-e003Coalescence-mBHI-p3,1556,A5-e003Coalescence-mBHI-inoculumn-redo
14,A8-e003Coalescence-mBHI-p7,2090,A5-e003Coalescence-mBHI-inoculumn-redo
15,B2-e003Coalescence-Inoculumn-mGAM,2516,A5-e003Coalescence-mBHI-inoculumn-redo
16,B2-e003Coalescence-mGAM-p7,3723,A5-e003Coalescence-mBHI-inoculumn-redo
17,B3-e003Coalescence-Inoculumn-mBHI,3437,A5-e003Coalescence-mBHI-inoculumn-redo
18,B3-e003Coalescence-mBHI-p3,3702,A5-e003Coalescence-mBHI-inoculumn-redo
19,B3-e003Coalescence-mGAM-p5,3500,A5-e003Coalescence-mBHI-inoculumn-redo
20,B4-e003Coalescence-Inoculumn-mBHI,3570,A5-e003Coalescence-mBHI-inoculumn-redo
21,B5-e003Coalescence-Inoculumn-mBHI,1993,A5-e003Coalescence-mBHI-inoculumn-redo
22,B5-e003Coalescence-Inoculumn-mGAM,13890,A5-e003Coalescence-mBHI-inoculumn-redo
23,B5-e003Coalescence-mGAM-p3,3198,A5-e003Coalescence-mBHI-inoculumn-redo
24,B8-e003Coalescence-mGAM-p5,12479,A5-e003Coalescence-mBHI-inoculumn-redo
25,C2-e003Coalescence-Inoculumn-mGAM,2910,A5-e003Coalescence-mBHI-inoculumn-redo
26,C2-e003Coalescence-mBHI-p7,1391,A5-e003Coalescence-mBHI-inoculumn-redo
27,C2-e003Coalescence-mGAM-p5,637,A5-e003Coalescence-mBHI-inoculumn-redo
28,C2-e003Coalescence-mGAM-p7,1372,A5-e003Coalescence-mBHI-inoculumn-redo
29,C3-e003Coalescence-mBHI-inoculumn-redo,3495,A5-e003Coalescence-mBHI-inoculumn-redo
30,C3-e003Coalescence-mBHI-p7,17271,A5-e003Coalescence-mBHI-inoculumn-redo
31,C3-e003Coalescence-mGAM-p3,19485,A5-e003Coalescence-mBHI-inoculumn-redo
32,C5-e003Coalescence-Inoculumn-mGAM,16016,A5-e003Coalescence-mBHI-inoculumn-redo
33,C5-e003Coalescence-mBHI-inoculumn-redo,5080,A5-e003Coalescence-mBHI-inoculumn-redo
34,C5-e003Coalescence-mGAM-p3,1926,A5-e003Coalescence-mBHI-inoculumn-redo
35,C5-e003Coalescence-mGAM-p7,1800,A5-e003Coalescence-mBHI-inoculumn-redo
36,C9-e003Coalescence-mBHI-p3,1339,A5-e003Coalescence-mBHI-inoculumn-redo
37,D11-e003Coalescence-mBHI-p5,11937,A5-e003Coalescence-mBHI-inoculumn-redo
38,D2-e003Coalescence-Inoculumn-mGAM,2081,A5-e003Coalescence-mBHI-inoculumn-redo
39,D3-e003Coalescence-Inoculumn-mBHI,1536,A5-e003Coalescence-mBHI-inoculumn-redo
40,D3-e003Coalescence-Inoculumn-mGAM,18434,A5-e003Coalescence-mBHI-inoculumn-redo
41,D4-e003Coalescence-Inoculumn-mBHI,6853,A5-e003Coalescence-mBHI-inoculumn-redo
42,D4-e003Coalescence-mGAM-p3,1565,A5-e003Coalescence-mBHI-inoculumn-redo
43,D4-e003Coalescence-mGAM-p7,1794,A5-e003Coalescence-mBHI-inoculumn-redo
44,D5-e003Coalescence-Inoculumn-mBHI,3246,A5-e003Coalescence-mBHI-inoculumn-redo
45,D5-e003Coalescence-Inoculumn-mGAM,18961,A5-e003Coalescence-mBHI-inoculumn-redo
46,D5-e003Coalescence-mGAM-p3,1098,A5-e003Coalescence-mBHI-inoculumn-redo
47,D8-e003Coalescence-mGAM-p5,1277,A5-e003Coalescence-mBHI-inoculumn-redo
0,A11-e003Coalescence-mBHI-p5,3119,B2-e003Coalescence-Inoculumn-mGAM
1,A11-e003Coalescence-mGAM-p7,131,B2-e003Coalescence-Inoculumn-mGAM
2,A2-e003Coalescence-Inoculumn-mBHI,3473,B2-e003Coalescence-Inoculumn-mGAM
3,A2-e003Coalescence-Inoculumn-mGAM,273,B2-e003Coalescence-Inoculumn-mGAM
4,A2-e003Coalescence-mBHI-inoculumn-redo,4778,B2-e003Coalescence-Inoculumn-mGAM
5,A2-e003Coalescence-mBHI-p5,3178,B2-e003Coalescence-Inoculumn-mGAM
6,A2-e003Coalescence-mGAM-p7,5037,B2-e003Coalescence-Inoculumn-mGAM
7,A3-e003Coalescence-Inoculumn-mGAM,231,B2-e003Coalescence-Inoculumn-mGAM
8,A4-e003Coalescence-Inoculumn-mGAM,274,B2-e003Coalescence-Inoculumn-mGAM
9,A5-e003Coalescence-Inoculumn-mGAM,1956,B2-e003Coalescence-Inoculumn-mGAM
10,A5-e003Coalescence-mBHI-inoculumn-redo,2505,B2-e003Coalescence-Inoculumn-mGAM
11,A5-e003Coalescence-mBHI-p7,3705,B2-e003Coalescence-Inoculumn-mGAM
12,A5-e003Coalescence-mGAM-p3,3169,B2-e003Coalescence-Inoculumn-mGAM
13,A8-e003Coalescence-mBHI-p3,349,B2-e003Coalescence-Inoculumn-mGAM
14,A8-e003Coalescence-mBHI-p7,119,B2-e003Coalescence-Inoculumn-mGAM
15,B2-e003Coalescence-Inoculumn-mGAM,0,B2-e003Coalescence-Inoculumn-mGAM
16,B2-e003Coalescence-mGAM-p7,6287,B2-e003Coalescence-Inoculumn-mGAM
17,B3-e003Coalescence-Inoculumn-mBHI,5967,B2-e003Coalescence-Inoculumn-mGAM
18,B3-e003Coalescence-mBHI-p3,6021,B2-e003Coalescence-Inoculumn-mGAM
19,B3-e003Coalescence-mGAM-p5,6736,B2-e003Coalescence-Inoculumn-mGAM
20,B4-e003Coalescence-Inoculumn-mBHI,6662,B2-e003Coalescence-Inoculumn-mGAM
21,B5-e003Coalescence-Inoculumn-mBHI,4564,B2-e003Coalescence-Inoculumn-mGAM
22,B5-e003Coalescence-Inoculumn-mGAM,31803,B2-e003Coalescence-Inoculumn-mGAM
23,B5-e003Coalescence-mGAM-p3,5439,B2-e003Coalescence-Inoculumn-mGAM
24,B8-e003Coalescence-mGAM-p5,26208,B2-e003Coalescence-Inoculumn-mGAM
25,C2-e003Coalescence-Inoculumn-mGAM,225,B2-e003Coalescence-Inoculumn-mGAM
26,C2-e003Coalescence-mBHI-p7,5366,B2-e003Coalescence-Inoculumn-mGAM
27,C2-e003Coalescence-mGAM-p5,2985,B2-e003Coalescence-Inoculumn-mGAM
28,C2-e003Coalescence-mGAM-p7,5386,B2-e003Coalescence-Inoculumn-mGAM
29,C3-e003Coalescence-mBHI-inoculumn-redo,6588,B2-e003Coalescence-Inoculumn-mGAM
30,C3-e003Coalescence-mBHI-p7,36255,B2-e003Coalescence-Inoculumn-mGAM
31,C3-e003Coalescence-mGAM-p3,40879,B2-e003Coalescence-Inoculumn-mGAM
32,C5-e003Coalescence-Inoculumn-mGAM,37753,B2-e003Coalescence-Inoculumn-mGAM
33,C5-e003Coalescence-mBHI-inoculumn-redo,12877,B2-e003Coalescence-Inoculumn-mGAM
34,C5-e003Coalescence-mGAM-p3,4157,B2-e003Coalescence-Inoculumn-mGAM
35,C5-e003Coalescence-mGAM-p7,3070,B2-e003Coalescence-Inoculumn-mGAM
36,C9-e003Coalescence-mBHI-p3,5147,B2-e003Coalescence-Inoculumn-mGAM
37,D11-e003Coalescence-mBHI-p5,27580,B2-e003Coalescence-Inoculumn-mGAM
38,D2-e003Coalescence-Inoculumn-mGAM,2382,B2-e003Coalescence-Inoculumn-mGAM
39,D3-e003Coalescence-Inoculumn-mBHI,4734,B2-e003Coalescence-Inoculumn-mGAM
40,D3-e003Coalescence-Inoculumn-mGAM,42644,B2-e003Coalescence-Inoculumn-mGAM
41,D4-e003Coalescence-Inoculumn-mBHI,17794,B2-e003Coalescence-Inoculumn-mGAM
42,D4-e003Coalescence-mGAM-p3,3675,B2-e003Coalescence-Inoculumn-mGAM
43,D4-e003Coalescence-mGAM-p7,3245,B2-e003Coalescence-Inoculumn-mGAM
44,D5-e003Coalescence-Inoculumn-mBHI,9131,B2-e003Coalescence-Inoculumn-mGAM
45,D5-e003Coalescence-Inoculumn-mGAM,44222,B2-e003Coalescence-Inoculumn-mGAM
46,D5-e003Coalescence-mGAM-p3,3654,B2-e003Coalescence-Inoculumn-mGAM
47,D8-e003Coalescence-mGAM-p5,402,B2-e003Coalescence-Inoculumn-mGAM
0,A11-e003Coalescence-mBHI-p5,4426,B3-e003Coalescence-Inoculumn-mBHI
1,A11-e003Coalescence-mGAM-p7,5767,B3-e003Coalescence-Inoculumn-mBHI
2,A2-e003Coalescence-Inoculumn-mBHI,5159,B3-e003Coalescence-Inoculumn-mBHI
3,A2-e003Coalescence-Inoculumn-mGAM,7450,B3-e003Coalescence-Inoculumn-mBHI
4,A2-e003Coalescence-mBHI-inoculumn-redo,7035,B3-e003Coalescence-Inoculumn-mBHI
5,A2-e003Coalescence-mBHI-p5,4741,B3-e003Coalescence-Inoculumn-mBHI
6,A2-e003Coalescence-mGAM-p7,7545,B3-e003Coalescence-Inoculumn-mBHI
7,A3-e003Coalescence-Inoculumn-mGAM,3730,B3-e003Coalescence-Inoculumn-mBHI
8,A4-e003Coalescence-Inoculumn-mGAM,7335,B3-e003Coalescence-Inoculumn-mBHI
9,A5-e003Coalescence-Inoculumn-mGAM,5629,B3-e003Coalescence-Inoculumn-mBHI
10,A5-e003Coalescence-mBHI-inoculumn-redo,3436,B3-e003Coalescence-Inoculumn-mBHI
11,A5-e003Coalescence-mBHI-p7,4030,B3-e003Coalescence-Inoculumn-mBHI
12,A5-e003Coalescence-mGAM-p3,5232,B3-e003Coalescence-Inoculumn-mBHI
13,A8-e003Coalescence-mBHI-p3,5174,B3-e003Coalescence-Inoculumn-mBHI
14,A8-e003Coalescence-mBHI-p7,4965,B3-e003Coalescence-Inoculumn-mBHI
15,B2-e003Coalescence-Inoculumn-mGAM,5972,B3-e003Coalescence-Inoculumn-mBHI
16,B2-e003Coalescence-mGAM-p7,481,B3-e003Coalescence-Inoculumn-mBHI
17,B3-e003Coalescence-Inoculumn-mBHI,0,B3-e003Coalescence-Inoculumn-mBHI
18,B3-e003Coalescence-mBHI-p3,346,B3-e003Coalescence-Inoculumn-mBHI
19,B3-e003Coalescence-mGAM-p5,594,B3-e003Coalescence-Inoculumn-mBHI
20,B4-e003Coalescence-Inoculumn-mBHI,715,B3-e003Coalescence-Inoculumn-mBHI
21,B5-e003Coalescence-Inoculumn-mBHI,1720,B3-e003Coalescence-Inoculumn-mBHI
22,B5-e003Coalescence-Inoculumn-mGAM,25142,B3-e003Coalescence-Inoculumn-mBHI
23,B5-e003Coalescence-mGAM-p3,429,B3-e003Coalescence-Inoculumn-mBHI
24,B8-e003Coalescence-mGAM-p5,20719,B3-e003Coalescence-Inoculumn-mBHI
25,C2-e003Coalescence-Inoculumn-mGAM,6275,B3-e003Coalescence-Inoculumn-mBHI
26,C2-e003Coalescence-mBHI-p7,7986,B3-e003Coalescence-Inoculumn-mBHI
27,C2-e003Coalescence-mGAM-p5,4373,B3-e003Coalescence-Inoculumn-mBHI
28,C2-e003Coalescence-mGAM-p7,8010,B3-e003Coalescence-Inoculumn-mBHI
29,C3-e003Coalescence-mBHI-inoculumn-redo,565,B3-e003Coalescence-Inoculumn-mBHI
30,C3-e003Coalescence-mBHI-p7,28540,B3-e003Coalescence-Inoculumn-mBHI
31,C3-e003Coalescence-mGAM-p3,32191,B3-e003Coalescence-Inoculumn-mBHI
32,C5-e003Coalescence-Inoculumn-mGAM,29885,B3-e003Coalescence-Inoculumn-mBHI
33,C5-e003Coalescence-mBHI-inoculumn-redo,10578,B3-e003Coalescence-Inoculumn-mBHI
34,C5-e003Coalescence-mGAM-p3,5056,B3-e003Coalescence-Inoculumn-mBHI
35,C5-e003Coalescence-mGAM-p7,4405,B3-e003Coalescence-Inoculumn-mBHI
36,C9-e003Coalescence-mBHI-p3,7648,B3-e003Coalescence-Inoculumn-mBHI
37,D11-e003Coalescence-mBHI-p5,21608,B3-e003Coalescence-Inoculumn-mBHI
38,D2-e003Coalescence-Inoculumn-mGAM,5856,B3-e003Coalescence-Inoculumn-mBHI
39,D3-e003Coalescence-Inoculumn-mBHI,828,B3-e003Coalescence-Inoculumn-mBHI
40,D3-e003Coalescence-Inoculumn-mGAM,33577,B3-e003Coalescence-Inoculumn-mBHI
41,D4-e003Coalescence-Inoculumn-mBHI,14293,B3-e003Coalescence-Inoculumn-mBHI
42,D4-e003Coalescence-mGAM-p3,4733,B3-e003Coalescence-Inoculumn-mBHI
43,D4-e003Coalescence-mGAM-p7,4662,B3-e003Coalescence-Inoculumn-mBHI
44,D5-e003Coalescence-Inoculumn-mBHI,7966,B3-e003Coalescence-Inoculumn-mBHI
45,D5-e003Coalescence-Inoculumn-mGAM,35076,B3-e003Coalescence-Inoculumn-mBHI
46,D5-e003Coalescence-mGAM-p3,4435,B3-e003Coalescence-Inoculumn-mBHI
47,D8-e003Coalescence-mGAM-p5,5779,B3-e003Coalescence-Inoculumn-mBHI
0,A11-e003Coalescence-mBHI-p5,4395,B4-e003Coalescence-Inoculumn-mBHI
1,A11-e003Coalescence-mGAM-p7,6358,B4-e003Coalescence-Inoculumn-mBHI
2,A2-e003Coalescence-Inoculumn-mBHI,5589,B4-e003Coalescence-Inoculumn-mBHI
3,A2-e003Coalescence-Inoculumn-mGAM,8681,B4-e003Coalescence-Inoculumn-mBHI
4,A2-e003Coalescence-mBHI-inoculumn-redo,7779,B4-e003Coalescence-Inoculumn-mBHI
5,A2-e003Coalescence-mBHI-p5,5185,B4-e003Coalescence-Inoculumn-mBHI
6,A2-e003Coalescence-mGAM-p7,8552,B4-e003Coalescence-Inoculumn-mBHI
7,A3-e003Coalescence-Inoculumn-mGAM,4079,B4-e003Coalescence-Inoculumn-mBHI
8,A4-e003Coalescence-Inoculumn-mGAM,8491,B4-e003Coalescence-Inoculumn-mBHI
9,A5-e003Coalescence-Inoculumn-mGAM,6175,B4-e003Coalescence-Inoculumn-mBHI
10,A5-e003Coalescence-mBHI-inoculumn-redo,3563,B4-e003Coalescence-Inoculumn-mBHI
11,A5-e003Coalescence-mBHI-p7,4376,B4-e003Coalescence-Inoculumn-mBHI
12,A5-e003Coalescence-mGAM-p3,5783,B4-e003Coalescence-Inoculumn-mBHI
13,A8-e003Coalescence-mBHI-p3,5874,B4-e003Coalescence-Inoculumn-mBHI
14,A8-e003Coalescence-mBHI-p7,5556,B4-e003Coalescence-Inoculumn-mBHI
15,B2-e003Coalescence-Inoculumn-mGAM,6663,B4-e003Coalescence-Inoculumn-mBHI
16,B2-e003Coalescence-mGAM-p7,638,B4-e003Coalescence-Inoculumn-mBHI
17,B3-e003Coalescence-Inoculumn-mBHI,717,B4-e003Coalescence-Inoculumn-mBHI
18,B3-e003Coalescence-mBHI-p3,551,B4-e003Coalescence-Inoculumn-mBHI
19,B3-e003Coalescence-mGAM-p5,708,B4-e003Coalescence-Inoculumn-mBHI
20,B4-e003Coalescence-Inoculumn-mBHI,0,B4-e003Coalescence-Inoculumn-mBHI
21,B5-e003Coalescence-Inoculumn-mBHI,1783,B4-e003Coalescence-Inoculumn-mBHI
22,B5-e003Coalescence-Inoculumn-mGAM,22729,B4-e003Coalescence-Inoculumn-mBHI
23,B5-e003Coalescence-mGAM-p3,618,B4-e003Coalescence-Inoculumn-mBHI
24,B8-e003Coalescence-mGAM-p5,18364,B4-e003Coalescence-Inoculumn-mBHI
25,C2-e003Coalescence-Inoculumn-mGAM,7164,B4-e003Coalescence-Inoculumn-mBHI
26,C2-e003Coalescence-mBHI-p7,9065,B4-e003Coalescence-Inoculumn-mBHI
27,C2-e003Coalescence-mGAM-p5,4721,B4-e003Coalescence-Inoculumn-mBHI
28,C2-e003Coalescence-mGAM-p7,8935,B4-e003Coalescence-Inoculumn-mBHI
29,C3-e003Coalescence-mBHI-inoculumn-redo,709,B4-e003Coalescence-Inoculumn-mBHI
30,C3-e003Coalescence-mBHI-p7,25090,B4-e003Coalescence-Inoculumn-mBHI
31,C3-e003Coalescence-mGAM-p3,28361,B4-e003Coalescence-Inoculumn-mBHI
32,C5-e003Coalescence-Inoculumn-mGAM,26808,B4-e003Coalescence-Inoculumn-mBHI
33,C5-e003Coalescence-mBHI-inoculumn-redo,9432,B4-e003Coalescence-Inoculumn-mBHI
34,C5-e003Coalescence-mGAM-p3,5519,B4-e003Coalescence-Inoculumn-mBHI
35,C5-e003Coalescence-mGAM-p7,5028,B4-e003Coalescence-Inoculumn-mBHI
36,C9-e003Coalescence-mBHI-p3,8666,B4-e003Coalescence-Inoculumn-mBHI
37,D11-e003Coalescence-mBHI-p5,19857,B4-e003Coalescence-Inoculumn-mBHI
38,D2-e003Coalescence-Inoculumn-mGAM,6360,B4-e003Coalescence-Inoculumn-mBHI
39,D3-e003Coalescence-Inoculumn-mBHI,1284,B4-e003Coalescence-Inoculumn-mBHI
40,D3-e003Coalescence-Inoculumn-mGAM,30579,B4-e003Coalescence-Inoculumn-mBHI
41,D4-e003Coalescence-Inoculumn-mBHI,12812,B4-e003Coalescence-Inoculumn-mBHI
42,D4-e003Coalescence-mGAM-p3,5209,B4-e003Coalescence-Inoculumn-mBHI
43,D4-e003Coalescence-mGAM-p7,5242,B4-e003Coalescence-Inoculumn-mBHI
44,D5-e003Coalescence-Inoculumn-mBHI,7982,B4-e003Coalescence-Inoculumn-mBHI
45,D5-e003Coalescence-Inoculumn-mGAM,32344,B4-e003Coalescence-Inoculumn-mBHI
46,D5-e003Coalescence-mGAM-p3,4837,B4-e003Coalescence-Inoculumn-mBHI
47,D8-e003Coalescence-mGAM-p5,6717,B4-e003Coalescence-Inoculumn-mBHI
0,A11-e003Coalescence-mBHI-p5,1961,B5-e003Coalescence-Inoculumn-mBHI
1,A11-e003Coalescence-mGAM-p7,4721,B5-e003Coalescence-Inoculumn-mBHI
2,A2-e003Coalescence-Inoculumn-mBHI,4094,B5-e003Coalescence-Inoculumn-mBHI
3,A2-e003Coalescence-Inoculumn-mGAM,6316,B5-e003Coalescence-Inoculumn-mBHI
4,A2-e003Coalescence-mBHI-inoculumn-redo,5671,B5-e003Coalescence-Inoculumn-mBHI
5,A2-e003Coalescence-mBHI-p5,3735,B5-e003Coalescence-Inoculumn-mBHI
6,A2-e003Coalescence-mGAM-p7,6221,B5-e003Coalescence-Inoculumn-mBHI
7,A3-e003Coalescence-Inoculumn-mGAM,2750,B5-e003Coalescence-Inoculumn-mBHI
8,A4-e003Coalescence-Inoculumn-mGAM,6341,B5-e003Coalescence-Inoculumn-mBHI
9,A5-e003Coalescence-Inoculumn-mGAM,1933,B5-e003Coalescence-Inoculumn-mBHI
10,A5-e003Coalescence-mBHI-inoculumn-redo,1992,B5-e003Coalescence-Inoculumn-mBHI
11,A5-e003Coalescence-mBHI-p7,2794,B5-e003Coalescence-Inoculumn-mBHI
12,A5-e003Coalescence-mGAM-p3,4253,B5-e003Coalescence-Inoculumn-mBHI
13,A8-e003Coalescence-mBHI-p3,4227,B5-e003Coalescence-Inoculumn-mBHI
14,A8-e003Coalescence-mBHI-p7,4095,B5-e003Coalescence-Inoculumn-mBHI
15,B2-e003Coalescence-Inoculumn-mGAM,4578,B5-e003Coalescence-Inoculumn-mBHI
16,B2-e003Coalescence-mGAM-p7,1928,B5-e003Coalescence-Inoculumn-mBHI
17,B3-e003Coalescence-Inoculumn-mBHI,1725,B5-e003Coalescence-Inoculumn-mBHI
18,B3-e003Coalescence-mBHI-p3,2087,B5-e003Coalescence-Inoculumn-mBHI
19,B3-e003Coalescence-mGAM-p5,1793,B5-e003Coalescence-Inoculumn-mBHI
20,B4-e003Coalescence-Inoculumn-mBHI,1813,B5-e003Coalescence-Inoculumn-mBHI
21,B5-e003Coalescence-Inoculumn-mBHI,0,B5-e003Coalescence-Inoculumn-mBHI
22,B5-e003Coalescence-Inoculumn-mGAM,9846,B5-e003Coalescence-Inoculumn-mBHI
23,B5-e003Coalescence-mGAM-p3,2124,B5-e003Coalescence-Inoculumn-mBHI
24,B8-e003Coalescence-mGAM-p5,9012,B5-e003Coalescence-Inoculumn-mBHI
25,C2-e003Coalescence-Inoculumn-mGAM,5284,B5-e003Coalescence-Inoculumn-mBHI
26,C2-e003Coalescence-mBHI-p7,6607,B5-e003Coalescence-Inoculumn-mBHI
27,C2-e003Coalescence-mGAM-p5,3471,B5-e003Coalescence-Inoculumn-mBHI
28,C2-e003Coalescence-mGAM-p7,6636,B5-e003Coalescence-Inoculumn-mBHI
29,C3-e003Coalescence-mBHI-inoculumn-redo,1739,B5-e003Coalescence-Inoculumn-mBHI
30,C3-e003Coalescence-mBHI-p7,12404,B5-e003Coalescence-Inoculumn-mBHI
31,C3-e003Coalescence-mGAM-p3,14047,B5-e003Coalescence-Inoculumn-mBHI
32,C5-e003Coalescence-Inoculumn-mGAM,11546,B5-e003Coalescence-Inoculumn-mBHI
33,C5-e003Coalescence-mBHI-inoculumn-redo,3971,B5-e003Coalescence-Inoculumn-mBHI
34,C5-e003Coalescence-mGAM-p3,3747,B5-e003Coalescence-Inoculumn-mBHI
35,C5-e003Coalescence-mGAM-p7,3620,B5-e003Coalescence-Inoculumn-mBHI
36,C9-e003Coalescence-mBHI-p3,6326,B5-e003Coalescence-Inoculumn-mBHI
37,D11-e003Coalescence-mBHI-p5,8518,B5-e003Coalescence-Inoculumn-mBHI
38,D2-e003Coalescence-Inoculumn-mGAM,2160,B5-e003Coalescence-Inoculumn-mBHI
39,D3-e003Coalescence-Inoculumn-mBHI,623,B5-e003Coalescence-Inoculumn-mBHI
40,D3-e003Coalescence-Inoculumn-mGAM,13111,B5-e003Coalescence-Inoculumn-mBHI
41,D4-e003Coalescence-Inoculumn-mBHI,5198,B5-e003Coalescence-Inoculumn-mBHI
42,D4-e003Coalescence-mGAM-p3,3329,B5-e003Coalescence-Inoculumn-mBHI
43,D4-e003Coalescence-mGAM-p7,3924,B5-e003Coalescence-Inoculumn-mBHI
44,D5-e003Coalescence-Inoculumn-mBHI,2621,B5-e003Coalescence-Inoculumn-mBHI
45,D5-e003Coalescence-Inoculumn-mGAM,13669,B5-e003Coalescence-Inoculumn-mBHI
46,D5-e003Coalescence-mGAM-p3,1969,B5-e003Coalescence-Inoculumn-mBHI
47,D8-e003Coalescence-mGAM-p5,5210,B5-e003Coalescence-Inoculumn-mBHI
0,A11-e003Coalescence-mBHI-p5,9850,B5-e003Coalescence-Inoculumn-mGAM
1,A11-e003Coalescence-mGAM-p7,34696,B5-e003Coalescence-Inoculumn-mGAM
2,A2-e003Coalescence-Inoculumn-mBHI,29390,B5-e003Coalescence-Inoculumn-mGAM
3,A2-e003Coalescence-Inoculumn-mGAM,46342,B5-e003Coalescence-Inoculumn-mGAM
4,A2-e003Coalescence-mBHI-inoculumn-redo,41059,B5-e003Coalescence-Inoculumn-mGAM
5,A2-e003Coalescence-mBHI-p5,26682,B5-e003Coalescence-Inoculumn-mGAM
6,A2-e003Coalescence-mGAM-p7,44373,B5-e003Coalescence-Inoculumn-mGAM
7,A3-e003Coalescence-Inoculumn-mGAM,19213,B5-e003Coalescence-Inoculumn-mGAM
8,A4-e003Coalescence-Inoculumn-mGAM,46860,B5-e003Coalescence-Inoculumn-mGAM
9,A5-e003Coalescence-Inoculumn-mGAM,5509,B5-e003Coalescence-Inoculumn-mGAM
10,A5-e003Coalescence-mBHI-inoculumn-redo,13890,B5-e003Coalescence-Inoculumn-mGAM
11,A5-e003Coalescence-mBHI-p7,21858,B5-e003Coalescence-Inoculumn-mGAM
12,A5-e003Coalescence-mGAM-p3,39256,B5-e003Coalescence-Inoculumn-mGAM
13,A8-e003Coalescence-mBHI-p3,36420,B5-e003Coalescence-Inoculumn-mGAM
14,A8-e003Coalescence-mBHI-p7,30691,B5-e003Coalescence-Inoculumn-mGAM
15,B2-e003Coalescence-Inoculumn-mGAM,32098,B5-e003Coalescence-Inoculumn-mGAM
16,B2-e003Coalescence-mGAM-p7,29142,B5-e003Coalescence-Inoculumn-mGAM
17,B3-e003Coalescence-Inoculumn-mBHI,25301,B5-e003Coalescence-Inoculumn-mGAM
18,B3-e003Coalescence-mBHI-p3,30673,B5-e003Coalescence-Inoculumn-mGAM
19,B3-e003Coalescence-mGAM-p5,23846,B5-e003Coalescence-Inoculumn-mGAM
20,B4-e003Coalescence-Inoculumn-mBHI,23093,B5-e003Coalescence-Inoculumn-mGAM
21,B5-e003Coalescence-Inoculumn-mBHI,9888,B5-e003Coalescence-Inoculumn-mGAM
22,B5-e003Coalescence-Inoculumn-mGAM,0,B5-e003Coalescence-Inoculumn-mGAM
23,B5-e003Coalescence-mGAM-p3,31941,B5-e003Coalescence-Inoculumn-mGAM
24,B8-e003Coalescence-mGAM-p5,2963,B5-e003Coalescence-Inoculumn-mGAM
25,C2-e003Coalescence-Inoculumn-mGAM,40014,B5-e003Coalescence-Inoculumn-mGAM
26,C2-e003Coalescence-mBHI-p7,47091,B5-e003Coalescence-Inoculumn-mGAM
27,C2-e003Coalescence-mGAM-p5,24611,B5-e003Coalescence-Inoculumn-mGAM
28,C2-e003Coalescence-mGAM-p7,47006,B5-e003Coalescence-Inoculumn-mGAM
29,C3-e003Coalescence-mBHI-inoculumn-redo,22819,B5-e003Coalescence-Inoculumn-mGAM
30,C3-e003Coalescence-mBHI-p7,3917,B5-e003Coalescence-Inoculumn-mGAM
31,C3-e003Coalescence-mGAM-p3,5060,B5-e003Coalescence-Inoculumn-mGAM
32,C5-e003Coalescence-Inoculumn-mGAM,187,B5-e003Coalescence-Inoculumn-mGAM
33,C5-e003Coalescence-mBHI-inoculumn-redo,1602,B5-e003Coalescence-Inoculumn-mGAM
34,C5-e003Coalescence-mGAM-p3,32623,B5-e003Coalescence-Inoculumn-mGAM
35,C5-e003Coalescence-mGAM-p7,34214,B5-e003Coalescence-Inoculumn-mGAM
36,C9-e003Coalescence-mBHI-p3,44936,B5-e003Coalescence-Inoculumn-mGAM
37,D11-e003Coalescence-mBHI-p5,92,B5-e003Coalescence-Inoculumn-mGAM
38,D2-e003Coalescence-Inoculumn-mGAM,6329,B5-e003Coalescence-Inoculumn-mGAM
39,D3-e003Coalescence-Inoculumn-mBHI,7911,B5-e003Coalescence-Inoculumn-mGAM
