,comm,comm-media,inoculumn,inoculumn_sample,is_inoculumn,media,mesocosm,parent_media,parent_subjects,passage,sample,type_mesocosm,redo,counts
19,C4,C4-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C4-AE-AE-mBHI-mBHI,mBHI,AE-AE,3,Coalescence-E5-C4-AE-AE-mBHI-mBHI-3_S672,AE-AE-mBHI-mBHI,True,1
22,F9,F9-mGAM,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mGAM,F9-AC/PP-AC/PP-mGAM-mGAM,mGAM,AC/PP-AC/PP,3,Coalescence-F12-F9-ACPP-ACPP-mGAM-mGAM-3_S691,AC/PP-AC/PP-mGAM-mGAM,True,1
25,F10,F10-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mBHI,F10-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,5,Coalescence-D4-F10-ACPP-AE-mGAM-mBHI-5_S659,AC/PP-AE-mGAM-mBHI,True,1
27,C5,C5-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mGAM,C5-AE-AF-mBHI-mGAM,mBHI,AE-AF,5,Coalescence-D2-C5-AE-AF-mBHI-mGAM-5_S657,AE-AF-mBHI-mGAM,True,1
30,H2,H2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,H2-AA-AF-mBHI-mBHI,mBHI,AA-AF,5,Coalescence-D5-H2-AA-AF-mBHI-mBHI-5_S660,AA-AF-mBHI-mBHI,True,1
32,E9,E9-mBHI,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mBHI,E9-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,3,Coalescence-F4-E9-AA-ACPP-mGAM-mBHI-3_S683,AA-AC/PP-mGAM-mBHI,True,1
33,B8,B8-mBHI,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mBHI,B8-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,3,Coalescence-E1-B8-AA-ACPP-mGAM-mBHI-3_S668,AA-AC/PP-mGAM-mBHI,True,1
35,A2,A2-mGAM,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,A2-AA-AA-mBHI-mGAM,mBHI,AA-AA,3,Coalescence-D6-A2-AA-AA-mBHI-mGAM-3_S661,AA-AA-mBHI-mGAM,True,1
38,D11,D11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,D11-AF-AF-mGAM-mBHI,mGAM,AF-AF,7,Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631,AF-AF-mGAM-mBHI,True,1
39,B11,B11-mGAM,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,False,mGAM,B11-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,5,Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655,AC/PP-AF-mGAM-mGAM,True,1
40,A11,A11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,A11-AA-AF-mGAM-mGAM,mGAM,AA-AF,5,Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,AA-AF-mGAM-mGAM,True,1
42,A4,A4-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,A4-AA-AE-mBHI-mGAM,mBHI,AA-AE,5,Coalescence-C6-A4-AA-AE-mBHI-mGAM-5_S649,AA-AE-mBHI-mGAM,True,1
49,A8,A8-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mGAM,A8-AA-AA-mGAM-mGAM,mGAM,AA-AA,3,Coalescence-D9-A8-AA-AA-mGAM-mGAM-3_S664,AA-AA-mGAM-mGAM,True,1
52,H10,H10-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,H10-AE-AF-mGAM-mBHI,mGAM,AE-AF,3,Coalescence-F7-H10-AE-AF-mGAM-mBHI-3_S686,AE-AF-mGAM-mBHI,True,1
53,C8,C8-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mBHI,C8-AA-AE-mGAM-mBHI,mGAM,AA-AE,3,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,AA-AE-mGAM-mBHI,True,1
54,A10,A10-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,A10-AA-AE-mGAM-mGAM,mGAM,AA-AE,5,Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645,AA-AE-mGAM-mGAM,True,1
66,D2,D2-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,D2-AA-AF-mBHI-mGAM,mBHI,AA-AF,7,Coalescence-B2-D2-AA-AF-mBHI-mGAM-7_S633,AA-AF-mBHI-mGAM,True,1
69,D3,D3-mGAM,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,False,mGAM,D3-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,7,Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,AC/PP-AF-mBHI-mGAM,True,1
70,B10,B10-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mGAM,B10-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,5,Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653,AC/PP-AE-mGAM-mGAM,True,1
74,D11,D11-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mGAM,D11-AF-AF-mGAM-mGAM,mGAM,AF-AF,3,Coalescence-E9-D11-AF-AF-mGAM-mGA-3_S676,AF-AF-mGAM-mGAM,True,1
75,A5,A5-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,A5-AA-AF-mBHI-mGAM,mBHI,AA-AF,7,Coalescence-A3-A5-AA-AF-mBHI-mGAM-7_S622,AA-AF-mBHI-mGAM,True,1
77,G9,G9-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mBHI,G9-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,7,Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641,AC/PP-AE-mGAM-mBHI,True,1
78,B2,B2-mGAM,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mGAM,B2-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,7,Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7_S625,AA-AC/PP-mBHI-mGAM,True,1
79,D8,D8-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,D8-AA-AF-mGAM-mGAM,mGAM,AA-AF,3,Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,AA-AF-mGAM-mGAM,True,1
84,A3,A3-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mBHI,A3-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,5,Coalescence-C4-A3-AA-ACPP-mBHI-mBHI-5_S647,AA-AC/PP-mBHI-mBHI,True,1
85,C8,C8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,C8-AA-AE-mGAM-mGAM,mGAM,AA-AE,5,Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658,AA-AE-mGAM-mGAM,True,1
87,B4,B4-mGAM,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,B4-AC/PP-AE-mBHI-mGAM,mBHI,AC/PP-AE,3,Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667,AC/PP-AE-mBHI-mGAM,True,1
89,B4,B4-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,B4-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,7,Coalescence-A8-B4-ACPP-AE-mBHI-mBHI-7_S627,AC/PP-AE-mBHI-mBHI,True,1
90,A4,A4-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,A4-AA-AE-mBHI-mGAM,mBHI,AA-AE,7,Coalescence-A2-A4-AA-AE-mBHI-mGAM-7_S621,AA-AE-mBHI-mGAM,True,1
92,B9,B9-mGAM,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mGAM,B9-AC/PP-AC/PP-mGAM-mGAM,mGAM,AC/PP-AC/PP,3,Coalescence-E3-B9-ACPP-ACPP-mGAM-mGAM-3_S670,AC/PP-AC/PP-mGAM-mGAM,True,1
93,D2,D2-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,D2-AA-AF-mBHI-mGAM,mBHI,AA-AF,3,Coalescence-E10-D2-AA-AF-mBHI-mGAM-3_S677,AA-AF-mBHI-mGAM,True,1
96,G3,G3-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G3-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,3,Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685,AC/PP-AE-mBHI-mBHI,True,1
98,H11,H11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,H11-AF-AF-mGAM-mBHI,mGAM,AF-AF,7,Coalescence-B11-H11-AF-AF-mGAM-mBHI-7_S642,AF-AF-mGAM-mBHI,True,1
101,B8,B8-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mGAM,B8-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,3,Coalescence-E2-B8-AA-ACPP-mGAM-mGAM-3_S669,AA-AC/PP-mGAM-mGAM,True,1
103,H5,H5-mGAM,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mGAM,H5-AF-AF-mBHI-mGAM,mBHI,AF-AF,7,Coalescence-B12-H5-AF-AF-mBHI-mGAM-7_S643,AF-AF-mBHI-mGAM,True,1
107,A9,A9-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mGAM,A9-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,3,Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665,AA-AC/PP-mGAM-mGAM,True,1
108,A3,A3-mGAM,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mGAM,A3-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,3,Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3_S662,AA-AC/PP-mBHI-mGAM,True,1
118,A4,A4-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,A4-AA-AE-mBHI-mGAM,mBHI,AA-AE,3,Coalescence-D8-A4-AA-AE-mBHI-mGAM-3_S663,AA-AE-mBHI-mGAM,True,1
121,D11,D11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,D11-AF-AF-mGAM-mBHI,mGAM,AF-AF,3,Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675,AF-AF-mGAM-mBHI,True,1
123,D2,D2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,D2-AA-AF-mBHI-mBHI,mBHI,AA-AF,7,Coalescence-B1-D2-AA-AF-mBHI-mBHI-7_S632,AA-AF-mBHI-mBHI,True,1
137,F10,F10-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mBHI,F10-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,3,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,AC/PP-AE-mGAM-mBHI,True,1
138,H9,H9-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mBHI,H9-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,3,Coalescence-F11-H9-ACPP-AF-mGAM-mBHI-3_S690,AC/PP-AF-mGAM-mBHI,True,1
139,D8,D8-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,D8-AA-AF-mGAM-mGAM,mGAM,AA-AF,7,Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636,AA-AF-mGAM-mGAM,True,1
141,D8,D8-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mBHI,D8-AA-AF-mGAM-mBHI,mGAM,AA-AF,3,Coalescence-E6-D8-AA-AF-mGAM-mBHI-3_S673,AA-AF-mGAM-mBHI,True,1
144,A5,A5-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,A5-AA-AF-mBHI-mBHI,mBHI,AA-AF,5,Coalescence-C7-A5-AA-AF-mBHI-mBHI-5_S650,AA-AF-mBHI-mBHI,True,1
148,H8,H8-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,H8-AA-AF-mGAM-mGAM,mGAM,AA-AF,3,Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,AA-AF-mGAM-mGAM,True,1
153,C4,C4-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C4-AE-AE-mBHI-mBHI,mBHI,AE-AE,7,Coalescence-A11-C4-AE-AE-mBHI-mBHI-7_S630,AE-AE-mBHI-mBHI,True,1
155,H10,H10-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mGAM,H10-AE-AF-mGAM-mGAM,mGAM,AE-AF,3,Coalescence-F8-H10-AE-AF-mGAM-mGAM-3_S687,AE-AF-mGAM-mGAM,True,1
156,A5,A5-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,A5-AA-AF-mBHI-mGAM,mBHI,AA-AF,5,Coalescence-C8-A5-AA-AF-mBHI-mGAM-5_S651,AA-AF-mBHI-mGAM,True,1
158,C11,C11-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,C11-AE-AF-mGAM-mBHI,mGAM,AE-AF,7,Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,AE-AF-mGAM-mBHI,True,1
166,H5,H5-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mBHI,H5-AF-AF-mBHI-mBHI,mBHI,AF-AF,3,Coalescence-G1-H5-AF-AF-mBHI-mBHI-3_S692,AF-AF-mBHI-mBHI,True,1
168,E11,E11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,E11-AA-AF-mGAM-mGAM,mGAM,AA-AF,7,Coalescence-B6-E11-AA-AF-mGAM-mGAM-7_S637,AA-AF-mGAM-mGAM,True,1
169,G3,G3-mGAM,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G3-AC/PP-AE-mBHI-mGAM,mBHI,AC/PP-AE,7,Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,AC/PP-AE-mBHI-mGAM,True,1
173,B3,B3-mGAM,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,False,mGAM,B3-AC/PP-AC/PP-mBHI-mGAM,mBHI,AC/PP-AC/PP,3,Coalescence-D11-B3-ACPP-ACPP-mBHI-mGAM-3_S666,AC/PP-AC/PP-mBHI-mGAM,True,1
179,C8,C8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,C8-AA-AE-mGAM-mGAM,mGAM,AA-AE,3,Coalescence-E7-C8-AA-AE-mGAM-mGAM-3_S674,AA-AE-mGAM-mGAM,True,1
181,B11,B11-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mBHI,B11-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,5,Coalescence-C11-B11-ACPP-AF-mGAM-mBHI-5_S654,AC/PP-AF-mGAM-mBHI,True,1
185,B3,B3-mGAM,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,False,mGAM,B3-AC/PP-AC/PP-mBHI-mGAM,mBHI,AC/PP-AC/PP,7,Coalescence-A7-B3-ACPP-ACPP-mBHI-mGAM-7_S626,AC/PP-AC/PP-mBHI-mGAM,True,1
188,B10,B10-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mBHI,B10-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,7,Coalescence-A4-B10-ACPP-AE-mGAM-mBHI-7_S623,AC/PP-AE-mGAM-mBHI,True,1
200,C3,C3-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C3-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,3,Coalescence-E4-C3-ACPP-AE-mBHI-mBHI-3_S671,AC/PP-AE-mBHI-mBHI,True,1
202,E11,E11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,E11-AA-AF-mGAM-mGAM,mGAM,AA-AF,3,Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,AA-AF-mGAM-mGAM,True,1
209,E3,E3-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mBHI,E3-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,7,Coalescence-B7-E3-AA-ACPP-mBHI-mBHI-7_S638,AA-AC/PP-mBHI-mBHI,True,1
211,B11,B11-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mBHI,B11-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,7,Coalescence-A5-B11-ACPP-AF-mGAM-mBHI-7_S624,AC/PP-AF-mGAM-mBHI,True,1
213,A3,A3-mGAM,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mGAM,A3-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,5,Coalescence-C5-A3-AA-ACPP-mBHI-mGAM-5_S648,AA-AC/PP-mBHI-mGAM,True,1
214,C8,C8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,C8-AA-AE-mGAM-mGAM,mGAM,AA-AE,3,Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,AA-AE-mGAM-mGAM,True,1
220,D3,D3-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mBHI,D3-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,3,Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,AC/PP-AF-mBHI-mBHI,True,1
