,sample_name,round2,sample,ise003,comm,is_inoculumn,passage,media,parent_media,parent_subjects,mesocosm,type_mesocosm,inoculumn,inoculumn_sample,sample2,sample_name2
323,C2-e003Coalescence-mBHI-p7,False,C2-e003Coalescence-mBHI-p7,True,C2,False,7,mBHI,mBHI,AA-AE,C2-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,C2-e003Coalescence-mBHI-p7,C2-e003Coalescence-mBHI-p7
324,A9-e003Coalescence-mGAM-p5,False,A9-e003Coalescence-mGAM-p5,True,A9,False,5,mGAM,mGAM,AA-AC/PP,A9-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,A9-e003Coalescence-mGAM-p5,A9-e003Coalescence-mGAM-p5
325,C10-e003Coalescence-mGAM-p7,False,C10-e003Coalescence-mGAM-p7,True,C10,False,7,mGAM,mGAM,AE-AE,C10-AE-AE-mGAM-mGAM,AE-AE-mGAM-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,C10-e003Coalescence-mGAM-p7,C10-e003Coalescence-mGAM-p7
327,A11-e003Coalescence-mGAM-p3,False,A11-e003Coalescence-mGAM-p3,True,A11,False,3,mGAM,mGAM,AA-AF,A11-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,A11-e003Coalescence-mGAM-p3,A11-e003Coalescence-mGAM-p3
328,C10-e003Coalescence-mBHI-p3,False,C10-e003Coalescence-mBHI-p3,True,C10,False,3,mBHI,mGAM,AE-AE,C10-AE-AE-mGAM-mBHI,AE-AE-mGAM-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,C10-e003Coalescence-mBHI-p3,C10-e003Coalescence-mBHI-p3
329,D2-e003Coalescence-mBHI-p3,False,D2-e003Coalescence-mBHI-p3,True,D2,False,3,mBHI,mBHI,AA-AF,D2-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-mBHI-p3,D2-e003Coalescence-mBHI-p3
331,H5-e003Coalescence-mBHI-p5,True,H5-e003Coalescence-mBHI-p5_S40,True,H5,False,5,mBHI,mBHI,AF-AF,H5-AF-AF-mBHI-mBHI,AF-AF-mBHI-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,H5-e003Coalescence-mBHI-p5_S40,H5-e003Coalescence-mBHI-p5
332,E2-e003Coalescence-mGAM-p7,True,E2-e003Coalescence-mGAM-p7_S145,True,E2,False,7,mGAM,mBHI,AA-AA,E2-AA-AA-mBHI-mGAM,AA-AA-mBHI-mGAM,AA-AA-mBHI,A2-e003Coalescence-Inoculumn-mBHI,E2-e003Coalescence-mGAM-p7_S145,E2-e003Coalescence-mGAM-p7
333,G5-e003Coalescence-mBHI-p7,True,G5-e003Coalescence-mBHI-p7_S124,True,G5,False,7,mBHI,mBHI,AE-AF,G5-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,G5-e003Coalescence-mBHI-p7_S124,G5-e003Coalescence-mBHI-p7
334,H11-e003Coalescence-mGAM-p7,True,H111-e003Coalescence-mGAM-p7_S188,True,H11,False,7,mGAM,mGAM,AF-AF,H11-AF-AF-mGAM-mGAM,AF-AF-mGAM-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,H111-e003Coalescence-mGAM-p7_S188,H11-e003Coalescence-mGAM-p7
335,H4-e003Coalescence-mGAM-p7,True,H4-e003Coalescence-mGAM-p7_S183,True,H4,False,7,mGAM,mBHI,AE-AF,H4-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,H4-e003Coalescence-mGAM-p7_S183,H4-e003Coalescence-mGAM-p7
336,F5-e003Coalescence-mGAM-p5,True,F5-e003Coalescence-mGAM-p5_S64,True,F5,False,5,mGAM,mBHI,AC/PP-AF,F5-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,F5-e003Coalescence-mGAM-p5_S64,F5-e003Coalescence-mGAM-p5
337,F5-e003Coalescence-mGAM-p7,True,F5-e003Coalescence-mGAM-p7_S160,True,F5,False,7,mGAM,mBHI,AC/PP-AF,F5-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,F5-e003Coalescence-mGAM-p7_S160,F5-e003Coalescence-mGAM-p7
338,F8-e003Coalescence-mBHI-p3,True,F8-e003Coalescence-mBHI-p3_S117,True,F8,False,3,mBHI,mGAM,AA-AC/PP,F8-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,F8-e003Coalescence-mBHI-p3_S117,F8-e003Coalescence-mBHI-p3
339,H3-e003Coalescence-mBHI-p3,True,H3-e003Coalescence-mBHI-p3_S46,True,H3,False,3,mBHI,mBHI,AC/PP-AF,H3-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,H3-e003Coalescence-mBHI-p3_S46,H3-e003Coalescence-mBHI-p3
340,H2-e003Coalescence-mBHI-p7,True,H2-e003Coalescence-mBHI-p7_S133,True,H2,False,7,mBHI,mBHI,AA-AF,H2-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,H2-e003Coalescence-mBHI-p7_S133,H2-e003Coalescence-mBHI-p7
341,E3-e003Coalescence-mBHI-p7,True,E3-e003Coalescence-mBHI-p7_S98,True,E3,False,7,mBHI,mBHI,AA-AC/PP,E3-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,E3-e003Coalescence-mBHI-p7_S98,E3-e003Coalescence-mBHI-p7
342,E5-e003Coalescence-mBHI-p3,True,E5-e003Coalescence-mBHI-p3_S12,True,E5,False,3,mBHI,mBHI,AA-AF,E5-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,E5-e003Coalescence-mBHI-p3_S12,E5-e003Coalescence-mBHI-p3
343,F10-e003Coalescence-mGAM-p7,True,F100-e003Coalescence-mGAM-p7_S163,True,F10,False,7,mGAM,mGAM,AC/PP-AE,F10-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,F100-e003Coalescence-mGAM-p7_S163,F10-e003Coalescence-mGAM-p7
344,E11-e003Coalescence-mGAM-p7,True,E111-e003Coalescence-mGAM-p7_S152,True,E11,False,7,mGAM,mGAM,AA-AF,E11-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,E111-e003Coalescence-mGAM-p7_S152,E11-e003Coalescence-mGAM-p7
345,F9-e003Coalescence-mBHI-p5,True,F9-e003Coalescence-mBHI-p5_S18,True,F9,False,5,mBHI,mGAM,AC/PP-AC/PP,F9-AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,F9-e003Coalescence-mBHI-p5_S18,F9-e003Coalescence-mBHI-p5
346,H3-e003Coalescence-mBHI-p7,True,H3-e003Coalescence-mBHI-p7_S134,True,H3,False,7,mBHI,mBHI,AC/PP-AF,H3-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,H3-e003Coalescence-mBHI-p7_S134,H3-e003Coalescence-mBHI-p7
347,E3-e003Coalescence-mGAM-p3,True,E3-e003Coalescence-mGAM-p3_S58,True,E3,False,3,mGAM,mBHI,AA-AC/PP,E3-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,E3-e003Coalescence-mGAM-p3_S58,E3-e003Coalescence-mGAM-p3
348,H8-e003Coalescence-mBHI-p3,True,H8-e003Coalescence-mBHI-p3_S141,True,H8,False,3,mBHI,mGAM,AA-AF,H8-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,H8-e003Coalescence-mBHI-p3_S141,H8-e003Coalescence-mBHI-p3
349,G4-e003Coalescence-mBHI-p5,True,G4-e003Coalescence-mBHI-p5_S27,True,G4,False,5,mBHI,mBHI,AE-AE,G4-AE-AE-mBHI-mBHI,AE-AE-mBHI-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,G4-e003Coalescence-mBHI-p5_S27,G4-e003Coalescence-mBHI-p5
350,E8-e003Coalescence-mBHI-p5,True,E8-e003Coalescence-mBHI-p5_S5,True,E8,False,5,mBHI,mGAM,AA-AA,E8-AA-AA-mGAM-mBHI,AA-AA-mGAM-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,E8-e003Coalescence-mBHI-p5_S5,E8-e003Coalescence-mBHI-p5
351,G2-e003Coalescence-mBHI-p3,True,G2-e003Coalescence-mBHI-p3_S33,True,G2,False,3,mBHI,mBHI,AA-AE,G2-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,G2-e003Coalescence-mBHI-p3_S33,G2-e003Coalescence-mBHI-p3
352,F10-e003Coalescence-mBHI-p3,True,F100-e003Coalescence-mBHI-p3_S119,True,F10,False,3,mBHI,mGAM,AC/PP-AE,F10-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,F100-e003Coalescence-mBHI-p3_S119,F10-e003Coalescence-mBHI-p3
353,E9-e003Coalescence-mBHI-p5,True,E9-e003Coalescence-mBHI-p5_S6,True,E9,False,5,mBHI,mGAM,AA-AC/PP,E9-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,E9-e003Coalescence-mBHI-p5_S6,E9-e003Coalescence-mBHI-p5
354,G3-e003Coalescence-mGAM-p7,True,G3-e003Coalescence-mGAM-p7_S170,True,G3,False,7,mGAM,mBHI,AC/PP-AE,G3-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,G3-e003Coalescence-mGAM-p7_S170,G3-e003Coalescence-mGAM-p7
355,H11-e003Coalescence-mBHI-p3,True,H111-e003Coalescence-mBHI-p3_S144,True,H11,False,3,mBHI,mGAM,AF-AF,H11-AF-AF-mGAM-mBHI,AF-AF-mGAM-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,H111-e003Coalescence-mBHI-p3_S144,H11-e003Coalescence-mBHI-p3
356,G11-e003Coalescence-mGAM-p5,True,G111-e003Coalescence-mGAM-p5_S80,True,G11,False,5,mGAM,mGAM,AE-AF,G11-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,G111-e003Coalescence-mGAM-p5_S80,G11-e003Coalescence-mGAM-p5
357,G10-e003Coalescence-mGAM-p3,True,G100-e003Coalescence-mGAM-p3_S179,True,G10,False,3,mGAM,mGAM,AE-AE,G10-AE-AE-mGAM-mGAM,AE-AE-mGAM-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,G100-e003Coalescence-mGAM-p3_S179,G10-e003Coalescence-mGAM-p3
358,F11-e003Coalescence-mGAM-p5,True,F111-e003Coalescence-mGAM-p5_S68,True,F11,False,5,mGAM,mGAM,AC/PP-AF,F11-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,F111-e003Coalescence-mGAM-p5_S68,F11-e003Coalescence-mGAM-p5
359,G11-e003Coalescence-mBHI-p5,True,G111-e003Coalescence-mBHI-p5_S32,True,G11,False,5,mBHI,mGAM,AE-AF,G11-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,G111-e003Coalescence-mBHI-p5_S32,G11-e003Coalescence-mBHI-p5
360,G5-e003Coalescence-mBHI-p3,True,G5-e003Coalescence-mBHI-p3_S36,True,G5,False,3,mBHI,mBHI,AE-AF,G5-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,G5-e003Coalescence-mBHI-p3_S36,G5-e003Coalescence-mBHI-p3
361,H2-e003Coalescence-mGAM-p7,True,H2-e003Coalescence-mGAM-p7_S181,True,H2,False,7,mGAM,mBHI,AA-AF,H2-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,H2-e003Coalescence-mGAM-p7_S181,H2-e003Coalescence-mGAM-p7
362,H9-e003Coalescence-mGAM-p3,True,H9-e003Coalescence-mGAM-p3_S190,True,H9,False,3,mGAM,mGAM,AC/PP-AF,H9-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,H9-e003Coalescence-mGAM-p3_S190,H9-e003Coalescence-mGAM-p3
363,F2-e003Coalescence-mBHI-p7,True,F2-e003Coalescence-mBHI-p7_S109,True,F2,False,7,mBHI,mBHI,AA-AC/PP,F2-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,F2-e003Coalescence-mBHI-p7_S109,F2-e003Coalescence-mBHI-p7
364,E3-e003Coalescence-mBHI-p3,True,E3-e003Coalescence-mBHI-p3_S10,True,E3,False,3,mBHI,mBHI,AA-AC/PP,E3-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,E3-e003Coalescence-mBHI-p3_S10,E3-e003Coalescence-mBHI-p3
365,H2-e003Coalescence-mGAM-p5,True,H2-e003Coalescence-mGAM-p5_S85,True,H2,False,5,mGAM,mBHI,AA-AF,H2-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,H2-e003Coalescence-mGAM-p5_S85,H2-e003Coalescence-mGAM-p5
366,G8-e003Coalescence-mGAM-p3,True,G8-e003Coalescence-mGAM-p3_S177,True,G8,False,3,mGAM,mGAM,AA-AE,G8-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,G8-e003Coalescence-mGAM-p3_S177,G8-e003Coalescence-mGAM-p3
367,H11-e003Coalescence-mBHI-p7,True,H111-e003Coalescence-mBHI-p7_S140,True,H11,False,7,mBHI,mGAM,AF-AF,H11-AF-AF-mGAM-mBHI,AF-AF-mGAM-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,H111-e003Coalescence-mBHI-p7_S140,H11-e003Coalescence-mBHI-p7
368,F2-e003Coalescence-mGAM-p7,True,F2-e003Coalescence-mGAM-p7_S157,True,F2,False,7,mGAM,mBHI,AA-AC/PP,F2-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,F2-e003Coalescence-mGAM-p7_S157,F2-e003Coalescence-mGAM-p7
369,H3-e003Coalescence-mGAM-p3,True,H3-e003Coalescence-mGAM-p3_S94,True,H3,False,3,mGAM,mBHI,AC/PP-AF,H3-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,H3-e003Coalescence-mGAM-p3_S94,H3-e003Coalescence-mGAM-p3
370,H8-e003Coalescence-mGAM-p3,True,H8-e003Coalescence-mGAM-p3_S189,True,H8,False,3,mGAM,mGAM,AA-AF,H8-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,H8-e003Coalescence-mGAM-p3_S189,H8-e003Coalescence-mGAM-p3
371,H4-e003Coalescence-mGAM-p3,True,H4-e003Coalescence-mGAM-p3_S95,True,H4,False,3,mGAM,mBHI,AE-AF,H4-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,H4-e003Coalescence-mGAM-p3_S95,H4-e003Coalescence-mGAM-p3
372,E5-e003Coalescence-mBHI-p7,True,E5-e003Coalescence-mBHI-p7_S100,True,E5,False,7,mBHI,mBHI,AA-AF,E5-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,E5-e003Coalescence-mBHI-p7_S100,E5-e003Coalescence-mBHI-p7
373,G11-e003Coalescence-mBHI-p3,True,G111-e003Coalescence-mBHI-p3_S132,True,G11,False,3,mBHI,mGAM,AE-AF,G11-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,G111-e003Coalescence-mBHI-p3_S132,G11-e003Coalescence-mBHI-p3
374,F3-e003Coalescence-mGAM-p3,True,F3-e003Coalescence-mGAM-p3_S70,True,F3,False,3,mGAM,mBHI,AC/PP-AC/PP,F3-AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,F3-e003Coalescence-mGAM-p3_S70,F3-e003Coalescence-mGAM-p3
375,E10-e003Coalescence-mBHI-p7,True,E100-e003Coalescence-mBHI-p7_S103,True,E10,False,7,mBHI,mGAM,AA-AE,E10-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,E100-e003Coalescence-mBHI-p7_S103,E10-e003Coalescence-mBHI-p7
376,F9-e003Coalescence-mGAM-p5,True,F9-e003Coalescence-mGAM-p5_S66,True,F9,False,5,mGAM,mGAM,AC/PP-AC/PP,F9-AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,F9-e003Coalescence-mGAM-p5_S66,F9-e003Coalescence-mGAM-p5
377,G11-e003Coalescence-mGAM-p7,True,G111-e003Coalescence-mGAM-p7_S176,True,G11,False,7,mGAM,mGAM,AE-AF,G11-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,G111-e003Coalescence-mGAM-p7_S176,G11-e003Coalescence-mGAM-p7
378,H10-e003Coalescence-mGAM-p7,True,H100-e003Coalescence-mGAM-p7_S187,True,H10,False,7,mGAM,mGAM,AE-AF,H10-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,H100-e003Coalescence-mGAM-p7_S187,H10-e003Coalescence-mGAM-p7
379,E10-e003Coalescence-mGAM-p3,True,E100-e003Coalescence-mGAM-p3_S155,True,E10,False,3,mGAM,mGAM,AA-AE,E10-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,E100-e003Coalescence-mGAM-p3_S155,E10-e003Coalescence-mGAM-p3
380,E3-e003Coalescence-mGAM-p5,True,E3-e003Coalescence-mGAM-p5_S50,True,E3,False,5,mGAM,mBHI,AA-AC/PP,E3-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,E3-e003Coalescence-mGAM-p5_S50,E3-e003Coalescence-mGAM-p5
381,F5-e003Coalescence-mGAM-p3,True,F5-e003Coalescence-mGAM-p3_S72,True,F5,False,3,mGAM,mBHI,AC/PP-AF,F5-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,F5-e003Coalescence-mGAM-p3_S72,F5-e003Coalescence-mGAM-p3
382,E9-e003Coalescence-mBHI-p7,True,E9-e003Coalescence-mBHI-p7_S102,True,E9,False,7,mBHI,mGAM,AA-AC/PP,E9-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,E9-e003Coalescence-mBHI-p7_S102,E9-e003Coalescence-mBHI-p7
383,E5-e003Coalescence-mBHI-p5,True,E5-e003Coalescence-mBHI-p5_S4,True,E5,False,5,mBHI,mBHI,AA-AF,E5-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,E5-e003Coalescence-mBHI-p5_S4,E5-e003Coalescence-mBHI-p5
384,F11-e003Coalescence-mGAM-p7,True,F111-e003Coalescence-mGAM-p7_S164,True,F11,False,7,mGAM,mGAM,AC/PP-AF,F11-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,F111-e003Coalescence-mGAM-p7_S164,F11-e003Coalescence-mGAM-p7
385,E11-e003Coalescence-mBHI-p5,True,E111-e003Coalescence-mBHI-p5_S8,True,E11,False,5,mBHI,mGAM,AA-AF,E11-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,E111-e003Coalescence-mBHI-p5_S8,E11-e003Coalescence-mBHI-p5
386,H10-e003Coalescence-mBHI-p5,True,H100-e003Coalescence-mBHI-p5_S43,True,H10,False,5,mBHI,mGAM,AE-AF,H10-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,H100-e003Coalescence-mBHI-p5_S43,H10-e003Coalescence-mBHI-p5
387,G2-e003Coalescence-mGAM-p7,True,G2-e003Coalescence-mGAM-p7_S169,True,G2,False,7,mGAM,mBHI,AA-AE,G2-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,G2-e003Coalescence-mGAM-p7_S169,G2-e003Coalescence-mGAM-p7
388,F2-e003Coalescence-mGAM-p5,True,F2-e003Coalescence-mGAM-p5_S61,True,F2,False,5,mGAM,mBHI,AA-AC/PP,F2-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,F2-e003Coalescence-mGAM-p5_S61,F2-e003Coalescence-mGAM-p5
389,F5-e003Coalescence-mBHI-p5,True,F5-e003Coalescence-mBHI-p5_S16,True,F5,False,5,mBHI,mBHI,AC/PP-AF,F5-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,F5-e003Coalescence-mBHI-p5_S16,F5-e003Coalescence-mBHI-p5
390,F8-e003Coalescence-mGAM-p5,True,F8-e003Coalescence-mGAM-p5_S65,True,F8,False,5,mGAM,mGAM,AA-AC/PP,F8-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,F8-e003Coalescence-mGAM-p5_S65,F8-e003Coalescence-mGAM-p5
391,H8-e003Coalescence-mBHI-p7,True,H8-e003Coalescence-mBHI-p7_S137,True,H8,False,7,mBHI,mGAM,AA-AF,H8-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,H8-e003Coalescence-mBHI-p7_S137,H8-e003Coalescence-mBHI-p7
392,E11-e003Coalescence-mGAM-p3,True,E111-e003Coalescence-mGAM-p3_S156,True,E11,False,3,mGAM,mGAM,AA-AF,E11-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,E111-e003Coalescence-mGAM-p3_S156,E11-e003Coalescence-mGAM-p3
393,H5-e003Coalescence-mBHI-p3,True,H5-e003Coalescence-mBHI-p3_S48,True,H5,False,3,mBHI,mBHI,AF-AF,H5-AF-AF-mBHI-mBHI,AF-AF-mBHI-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,H5-e003Coalescence-mBHI-p3_S48,H5-e003Coalescence-mBHI-p3
394,G9-e003Coalescence-mGAM-p5,True,G9-e003Coalescence-mGAM-p5_S78,True,G9,False,5,mGAM,mGAM,AC/PP-AE,G9-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,G9-e003Coalescence-mGAM-p5_S78,G9-e003Coalescence-mGAM-p5
395,E2-e003Coalescence-mBHI-p5,True,E2-e003Coalescence-mBHI-p5_S1,True,E2,False,5,mBHI,mBHI,AA-AA,E2-AA-AA-mBHI-mBHI,AA-AA-mBHI-mBHI,AA-AA-mBHI,A2-e003Coalescence-Inoculumn-mBHI,E2-e003Coalescence-mBHI-p5_S1,E2-e003Coalescence-mBHI-p5
396,E2-e003Coalescence-mBHI-p3,True,E2-e003Coalescence-mBHI-p3_S9,True,E2,False,3,mBHI,mBHI,AA-AA,E2-AA-AA-mBHI-mBHI,AA-AA-mBHI-mBHI,AA-AA-mBHI,A2-e003Coalescence-Inoculumn-mBHI,E2-e003Coalescence-mBHI-p3_S9,E2-e003Coalescence-mBHI-p3
397,G8-e003Coalescence-mGAM-p5,True,G8-e003Coalescence-mGAM-p5_S77,True,G8,False,5,mGAM,mGAM,AA-AE,G8-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,G8-e003Coalescence-mGAM-p5_S77,G8-e003Coalescence-mGAM-p5
398,G3-e003Coalescence-mBHI-p3,True,G3-e003Coalescence-mBHI-p3_S34,True,G3,False,3,mBHI,mBHI,AC/PP-AE,G3-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,G3-e003Coalescence-mBHI-p3_S34,G3-e003Coalescence-mBHI-p3
399,G10-e003Coalescence-mBHI-p5,True,G100-e003Coalescence-mBHI-p5_S31,True,G10,False,5,mBHI,mGAM,AE-AE,G10-AE-AE-mGAM-mBHI,AE-AE-mGAM-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,G100-e003Coalescence-mBHI-p5_S31,G10-e003Coalescence-mBHI-p5
